"debye,0.0000000128614"
"fecht,0.0000000131981"
"fecit,0.00000021991"
"fecks,0.00000000140258"
"fedai,0.000000000915609"
"fedex,0.00000000123672"
"feebs,0.00000000248207"
"feeds,0.00000552765"
"feels,0.000018376"
"feely,0.0000000465158"
"feens,0.000000000474378"
"feers,0.00000000188979"
"feese,0.00000000109221"
"feeze,0.00000000133277"
"fehme,0.000000000130642"
"feign,0.000000384932"
"feint,0.000000262078"
"feist,0.0000000102687"
"felch,0.000000000432738"
"felid,0.0000000123864"
"felix,0.0000000709405"
"fella,0.000000398119"
"fells,0.000000187201"
"felly,0.0000000693863"
"felon,0.000000682064"
"felts,0.000000244465"
"felty,0.0000000233207"
"femal,0.0000000123347"
"femes,0.0000000229077"
"femic,0.0000000259995"
"femme,0.000000568676"
"femmy,0.00000000121573"
"femur,0.00000209149"
"fence,0.0000105907"
"fends,0.0000000530393"
"fendy,0.000000000862008"
"fenis,0.000000000634535"
"fenks,0.000000000539726"
"fenny,0.0000000284099"
"fents,0.00000000670045"
"feods,0.000000000768875"
"feoff,0.00000000486017"
"feral,0.000000514967"
"ferer,0.00000000868112"
"feres,0.0000000154049"
"feria,0.0000000382447"
"ferly,0.0000000060816"
"fermi,0.0000000401134"
"ferms,0.0000000162836"
"ferns,0.00000157914"
"ferny,0.000000038044"
"ferox,0.0000000701961"
"ferry,0.00000409341"
"fesse,0.0000000538843"
"festa,0.0000000856595"
"fests,0.0000000315673"
"festy,0.00000000082241"
"fetal,0.00000531963"
"fetas,0.000000000658066"
"fetch,0.00000354875"
"feted,0.000000143911"
"fetes,0.000000128747"
"fetid,0.000000443717"
"fetor,0.000000048788"
"fetta,0.00000000280282"
"fetts,0.000000000501719"
"fetus,0.00000334345"
"fetwa,0.00000000259638"
"feuar,0.0000000162322"
"feuds,0.000000701615"
"feued,0.0000000239215"
"fever,0.0000206523"
"fewer,0.0000181199"
"feyed,0.000000000228893"
"feyer,0.00000000288804"
"feyly,0.000000000327223"
"fezes,0.00000000782006"
"fezzy,0.000000000444544"
"fiars,0.0000000160547"
"fiats,0.000000055909"
"fiber,0.0000147283"
"fibre,0.00000664641"
"fibro,0.00000023059"
"fices,0.000000133177"
"fiche,0.000000580546"
"fichu,0.000000033983"
"ficin,0.0000000158871"
"ficos,0.0000000011428"
"ficta,0.0000000249388"
"ficus,0.0000000676432"
"fides,0.000000548888"
"fidge,0.00000000207485"
"fidos,0.00000000119822"
"fidus,0.000000017119"
"fiefs,0.000000317392"
"field,0.00017946"
"fiend,0.00000082934"
"fient,0.00000000630524"
"fiere,0.0000000130987"
"fieri,0.000000330411"
"fiers,0.0000000289047"
"fiery,0.00000368136"
"fiest,0.000000003418"
"fifed,0.00000000490885"
"fifer,0.0000000328353"
"fifes,0.0000000808417"
"fifis,0.000000000663075"
"fifth,0.00002758"
"fifty,0.0000422288"
"figgy,0.00000000396277"
"fight,0.0000378254"
"figos,0.000000000684669"
"fiked,0.000000000474134"
"fikes,0.000000000742879"
"filar,0.000000027765"
"filch,0.0000000617122"
"filed,0.0000599747"
"filer,0.000000233882"
"files,0.0000210456"
"filet,0.000000180594"
"filii,0.000000101234"
"filks,0.00000000172518"
"fille,0.000000179583"
"fillo,0.00000000301835"
"fills,0.00000489431"
"filly,0.00000032352"
"filmi,0.00000000673804"
"films,0.0000225992"
"filmy,0.000000232497"
"filon,0.00000000471043"
"filos,0.00000000592556"
"filth,0.00000167659"
"filum,0.0000000646085"
"final,0.000100122"
"finca,0.0000000424662"
"finch,0.000000208975"
"finds,0.0000312083"
"fined,0.00000385254"
"finer,0.00000564375"
"fines,0.00000613946"
"finis,0.000000167357"
"finks,0.0000000188362"
"finny,0.0000000743286"
"finos,0.00000000563407"
"fiord,0.000000146509"
"fiqhs,0.00000000016095"
"fique,0.00000000446737"
"fired,0.0000156097"
"firer,0.0000000599547"
"fires,0.0000115252"
"firie,0.00000000634319"
"firks,0.000000000528988"
"firma,0.000000202685"
"firms,0.0000365218"
"firni,0.00000000253996"
"firns,0.00000000233778"
"firry,0.00000000332108"
"first,0.000783794"
"firth,0.0000000699958"
"fiscs,0.0000000016859"
"fisho,0.000000000524601"
"fishy,0.000000306586"
"fisks,0.000000000926902"
"fists,0.00000225628"
"fisty,0.00000001917"
"fitch,0.0000000225333"
"fitly,0.000000494029"
"fitna,0.0000000156956"
"fitte,0.0000000211211"
"fitts,0.00000000998175"
"fiver,0.000000099315"
"fives,0.000000357392"
"fixed,0.0000751517"
"fixer,0.000000219335"
"fixes,0.00000213397"
"fixie,0.000000000920823"
"fixit,0.00000000721007"
"fizzy,0.0000000785228"
"fjeld,0.0000000104486"
"fjord,0.000000351426"
"flabs,0.00000000094849"
"flack,0.0000000434899"
"flaff,0.000000000628105"
"flags,0.00000393949"
"flail,0.000000314522"
"flair,0.000000746653"
"flake,0.00000105532"
"flaks,0.00000000241968"
"flaky,NA"
"flame,0.0000133476"
"flamm,0.00000000168991"
"flams,0.0000000101379"
"flamy,0.00000000801347"
"flane,0.0000000042671"
"flank,0.00000441914"
"flans,0.0000000218906"
"flaps,0.00000184076"
"flare,0.00000219535"
"flary,0.00000000112312"
"flash,0.0000087732"
"flask,0.00000438823"
"flats,0.00000360822"
"flava,0.000000117449"
"flawn,0.000000000756102"
"flaws,0.00000224962"
"flawy,0.00000000110229"
"flaxy,0.00000000121476"
"flays,0.0000000220335"
"fleam,0.00000000854317"
"fleas,0.000000839361"
"fleck,0.000000104361"
"fleek,0.00000000158912"
"fleer,0.0000000160699"
"flees,0.000000403695"
"fleet,0.0000159426"
"flegs,0.000000000363415"
"fleme,0.00000000104323"
"flesh,0.0000200558"
"fleur,0.000000234875"
"flews,0.00000000856063"
"flexi,0.0000000476781"
"flexo,0.0000000152132"
"fleys,0.000000000453244"
"flick,0.000000708766"
"flics,0.0000000354333"
"flied,0.0000000859955"
"flier,0.000000293202"
"flies,0.00000801282"
"flimp,0.000000000415764"
"flims,0.00000000158613"
"fling,0.0000012823"
"flint,0.00000246332"
"flips,0.00000032967"
"flirs,0.000000000313907"
"flirt,0.000000551064"
"flisk,0.00000000051798"
"flite,0.00000000361258"
"flits,0.000000142401"
"flitt,0.00000000202377"
"float,0.00000602002"
"flobs,0.000000000248711"
"flock,0.00000604091"
"flocs,0.0000000707353"
"floes,0.00000026455"
"flogs,0.0000000160244"
"flong,0.00000000843864"
"flood,0.0000191659"
"floor,0.0000646739"
"flops,0.000000446301"
"flora,0.0000041068"
"flore,0.0000000723574"
"flors,0.00000000324206"
"flory,0.0000000224394"
"flosh,0.00000000198769"
"floss,0.000000329877"
"flota,0.0000000239398"
"flote,0.00000000911884"
"flour,0.0000138015"
"flout,0.000000208596"
"flown,0.00000344178"
"flows,0.0000208209"
"flowy,0.00000000733774"
"flubs,0.00000000613693"
"flued,0.0000000145694"
"flues,0.000000887352"
"fluey,0.00000000171556"
"fluff,0.000000319099"
"fluid,0.0000349325"
"fluke,0.000000432767"
"fluky,0.00000000901906"
"flume,0.000000640919"
"flump,0.00000000331347"
"flung,0.00000462364"
"flunk,0.0000000698225"
"fluor,0.000000127272"
"flurr,0.00000000032492"
"flush,0.00000428189"
"flute,0.00000227291"
"fluty,0.0000000134535"
"fluyt,0.00000000247322"
"flyby,0.0000000909702"
"flyer,0.000000676386"
"flyin,0.0000000499809"
"flype,0.000000000971367"
"flyte,0.00000000408145"
"fnarr,0.000000000222436"
"foals,0.00000035595"
"foams,0.000000502664"
"foamy,0.000000269438"
"focal,0.00000671123"
"focus,0.0000479724"
"foehn,0.0000000232744"
"fogey,0.0000000219693"
"foggy,0.000000751948"
"fogie,0.0000000020068"
"fogle,0.00000000325275"
"fogos,0.000000000647153"
"fogou,0.00000000182494"
"fohns,0.000000001282"
"foids,0.00000000108385"
"foils,0.000000695256"
"foins,0.00000000249208"
"foist,0.000000138931"
"folds,0.00000539239"
"foley,0.0000000132589"
"folia,0.000000161341"
"folic,0.000000698628"
"folie,0.0000000807878"
"folio,0.00000356462"
"folks,0.00000707034"
"folky,0.00000000785676"
"folly,0.00000541117"
"fomes,0.0000000114386"
"fonda,0.0000000176839"
"fonds,0.000000116696"
"fondu,0.0000000151733"
"fones,0.00000000674664"
"fonio,0.00000000731139"
"fonly,0.00000000165953"
"fonts,0.000000877789"
"foods,0.0000163489"
"foody,0.00000000325181"
"fools,0.00000275471"
"foots,0.000000101264"
"footy,0.0000000421661"
"foram,0.0000000370046"
"foray,0.000000435752"
"forbs,0.000000241774"
"forby,0.000000014455"
"force,0.00015238"
"fordo,0.00000000391192"
"fords,0.000000254143"
"forel,0.0000000041209"
"fores,0.0000000761573"
"forex,0.000000101573"
"forge,0.00000242508"
"forgo,0.000000581887"
"forks,0.00000173406"
"forky,0.00000000930375"
"forma,0.00000160218"
"forme,0.000000634444"
"forms,0.000115864"
"forte,0.000000757541"
"forth,0.0000720457"
"forts,0.00000288148"
"forty,0.000038081"
"forum,0.00000645962"
"forza,0.0000000381737"
"forze,0.00000000862383"
"fossa,0.0000015344"
"fosse,0.000000181522"
"fouat,0.000000000161885"
"fouds,0.000000000511506"
"fouer,0.00000000510785"
"fouet,0.00000000503886"
"foule,0.000000165498"
"fouls,0.000000170402"
"found,0.000423381"
"fount,0.000000433026"
"fours,0.00000102589"
"fouth,0.0000000349859"
"fovea,0.000000364"
"fowls,0.0000018521"
"fowth,0.000000000652017"
"foxed,0.0000000669035"
"foxes,0.000001362"
"foxie,0.000000000650059"
"foyer,0.000000932342"
"foyle,0.00000000810188"
"foyne,0.00000000108854"
"frabs,0.000000000126502"
"frack,0.00000000596004"
"fract,0.0000000254017"
"frags,0.0000000215407"
"frail,0.00000242711"
"fraim,0.00000000114041"
"frais,0.0000000512104"
"frame,0.0000380412"
"franc,0.00000131198"
"frank,0.00000401601"
"frape,0.00000000148589"
"fraps,0.000000000426978"
"frass,0.0000000811229"
"frate,0.0000000153927"
"frati,0.00000000696165"
"frats,0.0000000101591"
"fraud,0.0000173905"
"fraus,0.0000000136388"
"frays,0.0000000440167"
"freak,0.0000011696"
"freed,0.00000602735"
"freer,0.00000144825"
"frees,0.000000745455"
"freet,0.00000000327405"
"freit,0.000000002044"
"fremd,0.00000000838445"
"frena,0.0000000099331"
"freon,0.0000000867779"
"frere,0.0000000591914"
"fresh,0.000047256"
"frets,0.000000228351"
"friar,0.000000939164"
"fribs,0.000000000669736"
"fried,0.00000242198"
"frier,0.000000021503"
"fries,0.000000653246"
"frigs,0.00000000149975"
"frill,0.000000230588"
"frise,0.0000000451844"
"frisk,0.000000180111"
"frist,0.00000000860704"
"frita,0.00000000186321"
"frite,0.00000000297039"
"frith,0.0000000628878"
"frits,0.0000000435416"
"fritt,0.00000000557832"
"fritz,0.0000000252508"
"frize,0.0000000173288"
"frizz,0.0000000240356"
"frock,0.000000982499"
"froes,0.00000000183853"
"frogs,0.0000022249"
"fromm,0.00000000973807"
"frond,0.000000433758"
"frons,0.000000325972"
"front,0.000099883"
"froom,0.00000000270497"
