"bomor,0.00000000128924"
"cosed,0.00000000228886"
"coses,0.0000000708087"
"coset,0.000000101808"
"cosey,0.0000000244759"
"cosie,0.00000000100365"
"costa,0.000000974854"
"coste,0.000000036093"
"costs,0.0001248"
"cotan,0.00000000401291"
"cotch,0.000000019861"
"coted,0.00000000433658"
"cotes,0.0000000564698"
"coths,0.000000000223957"
"cotta,0.000000851435"
"cotts,0.00000000530662"
"couch,0.00000523972"
"coude,0.0000000623821"
"cough,0.00000488478"
"could,0.000778275"
"count,0.0000292114"
"coupe,0.000000364028"
"coups,0.000000430218"
"courb,0.000000000805274"
"courd,0.00000000108553"
"coure,0.0000000101737"
"cours,0.000000290888"
"court,0.000247044"
"couta,0.00000000137579"
"couth,0.0000000268458"
"coved,0.0000000418404"
"coven,0.000000178483"
"cover,0.0000695896"
"coves,0.000000312074"
"covet,0.000000518302"
"covey,0.000000145935"
"covin,0.0000000298247"
"cowal,0.000000000402619"
"cowan,0.00000000573026"
"cowed,0.00000034909"
"cower,0.000000162635"
"cowks,0.000000000157099"
"cowls,0.0000000727513"
"cowps,0.00000000120139"
"cowry,0.0000000363852"
"coxae,0.000000556659"
"coxal,0.000000144478"
"coxed,0.00000000462681"
"coxes,0.00000000214624"
"coxib,0.00000000269875"
"coyau,0.000000000309058"
"coyed,0.000000000964597"
"coyer,0.0000000146672"
"coyly,0.000000174925"
"coypu,0.0000000146254"
"cozed,0.000000000181348"
"cozen,0.0000000650204"
"cozes,0.000000000345882"
"cozey,0.000000000671784"
"cozie,0.00000000182611"
"craal,0.00000000154497"
"crabs,0.0000015997"
"crack,0.000011333"
"craft,0.0000120045"
"crags,0.000000551503"
"craic,0.00000001179"
"craig,0.0000000377466"
"crake,0.0000000209373"
"crame,0.00000000474067"
"cramp,0.000000542147"
"crams,0.0000000310568"
"crane,0.00000340999"
"crank,0.00000331193"
"crans,0.0000000232903"
"crape,0.000000231292"
"craps,0.000000116419"
"crapy,0.00000000126852"
"crare,0.00000000170347"
"crash,0.00000608352"
"crass,0.000000346789"
"crate,0.00000117828"
"crave,0.00000107651"
"crawl,0.00000227719"
"craws,0.0000000131957"
"crays,0.00000000311837"
"craze,0.000000687398"
"crazy,0.00000807773"
"creak,0.000000455269"
"cream,0.0000163513"
"credo,0.000000393217"
"creds,0.00000000978427"
"creed,0.00000444258"
"creek,0.00000704735"
"creel,0.000000197558"
"creep,0.00000497101"
"crees,0.0000000175592"
"crein,0.000000000762745"
"crema,0.0000000204515"
"creme,0.000000156712"
"crems,0.000000000229873"
"crena,0.0000000016696"
"crepe,0.000000476166"
"creps,0.00000000244344"
"crept,0.00000358382"
"crepy,0.00000000481043"
"cress,0.000000218527"
"crest,0.00000583524"
"crewe,0.00000000476437"
"crews,0.00000490164"
"crias,0.00000000411679"
"cribo,0.000000000495381"
"cribs,0.000000451304"
"crick,0.0000000736792"
"cried,0.0000208611"
"crier,0.000000248829"
"cries,0.00000655612"
"crime,0.0000401568"
"crimp,0.000000265789"
"crims,0.00000000763216"
"crine,0.0000000147305"
"crink,0.00000000133365"
"crins,0.0000000013267"
"crios,0.00000000155474"
"cripe,0.00000000325676"
"crips,0.00000000530181"
"crise,0.0000000763646"
"crisp,0.00000269356"
"criss,0.000000319864"
"crith,0.0000000019418"
"crits,0.0000000089058"
"croak,0.000000263565"
"croci,0.0000000032763"
"crock,0.000000236763"
"crocs,0.0000000281113"
"croft,0.000000224329"
"crogs,0.000000000516254"
"cromb,0.000000000293852"
"crome,0.00000000395346"
"crone,0.000000189895"
"cronk,0.00000000192641"
"crons,0.00000000569725"
"crony,0.000000145841"
"crook,0.000000956206"
"crool,0.00000000472362"
"croon,0.0000000727989"
"crops,0.000030796"
"crore,0.00000137288"
"cross,0.0000753106"
"crost,0.0000000527237"
"croup,0.000000470348"
"crout,0.000000004643"
"crowd,0.000020435"
"crowl,0.000000000865962"
"crown,0.000018605"
"crows,0.00000104077"
"croze,0.00000000711735"
"cruck,0.0000000225286"
"crude,0.0000158682"
"crudo,0.000000015208"
"cruds,0.0000000028074"
"crudy,0.0000000019071"
"cruel,0.00000992258"
"crues,0.00000000548173"
"cruet,0.0000000474049"
"cruft,0.00000000318627"
"crumb,0.000000483827"
"crump,0.000000019817"
"crunk,0.00000000554324"
"cruor,0.00000000832262"
"crura,0.000000136992"
"cruse,0.0000000513844"
"crush,0.00000364386"
"crust,0.00000543062"
"crusy,0.000000000133271"
"cruve,0.0000000012584"
"crwth,0.0000000086374"
"cryer,0.0000000101743"
"cryne,0.000000000328936"
"crypt,0.000000783855"
"ctene,0.000000000958868"
"cubby,0.0000000730151"
"cubeb,0.0000000123889"
"cubed,0.000000227023"
"cuber,0.00000000469017"
"cubes,0.00000191533"
"cubic,0.0000157184"
"cubit,0.000000286485"
"cucks,0.000000000505782"
"cudda,0.000000000699119"
"cuddy,0.0000000430714"
"cueca,0.00000000584699"
"cuffo,0.000000000393645"
"cuffs,0.000000966468"
"cuifs,0.00000000066426"
"cuing,0.0000000607123"
"cuish,0.000000000722751"
"cuits,0.0000000266739"
"cukes,0.00000000822814"
"culch,0.00000000256304"
"culet,0.00000000609712"
"culex,0.0000000135729"
"culls,0.000000214283"
"cully,0.0000000122925"
"culms,0.00000026613"
"culpa,0.000000180845"
"culti,0.0000000797298"
"cults,0.00000114874"
"culty,0.000000293721"
"cumec,0.00000000827141"
"cumin,0.000000448135"
"cundy,0.000000000537597"
"cunei,0.00000000857148"
"cunit,0.00000000715199"
"cunny,0.0000000150121"
"cunts,0.0000000535647"
"cupel,0.0000000536111"
"cupid,0.0000000729776"
"cuppa,0.0000000549671"
"cuppy,0.00000000268358"
"cupro,0.0000000554436"
"curat,0.000000048777"
"curbs,0.000000608676"
"curch,0.00000000368928"
"curds,0.000000277865"
"curdy,0.0000000482432"
"cured,0.00000760079"
"curer,0.000000061937"
"cures,0.00000203465"
"curet,0.0000000357641"
"curfs,0.000000000299408"
"curia,0.000000264705"
"curie,0.000000124904"
"curio,0.000000139448"
"curli,0.00000000382202"
"curls,0.00000205332"
"curly,0.00000151516"
"curns,0.000000000308168"
"curny,0.000000000131026"
"currs,0.00000000108029"
"curry,0.000000940635"
"curse,0.00000587767"
"cursi,0.00000000370376"
"curst,0.0000000966857"
"curve,0.0000350762"
"curvy,0.000000133569"
"cusec,0.0000000226751"
"cushy,0.0000000850344"
"cusks,0.000000000745503"
"cusps,0.000000615928"
"cuspy,0.00000000189154"
"cusso,0.00000000100358"
"cusum,0.0000000163422"
"cutch,0.0000000399472"
"cuter,0.0000000495151"
"cutes,0.00000000498963"
"cutey,0.00000000223685"
"cutie,0.0000000556362"
"cutin,0.0000000399234"
"cutis,0.000000177296"
"cutto,0.00000000265649"
"cutty,0.0000000172294"
"cutup,0.0000000115902"
"cuvee,0.00000000693634"
"cuzes,0.000000000382118"
"cwtch,0.000000000663037"
"cyano,0.000000174477"
"cyans,0.00000000139746"
"cyber,0.000000956904"
"cycad,0.0000000446252"
"cycas,0.00000000561669"
"cycle,0.0000346442"
"cyclo,0.000000150942"
"cyder,0.0000000509066"
"cylix,0.00000000840972"
"cymae,0.000000000784532"
"cymar,0.00000000223225"
"cymas,0.00000000160831"
"cymes,0.000000174647"
"cymol,0.00000000406102"
"cynic,0.000000351945"
"cysts,0.00000236551"
"cytes,0.0000000351543"
"cyton,0.00000000178834"
"czars,0.0000000704753"
"daals,0.000000000564977"
"dabba,0.00000000443094"
"daces,0.00000000446907"
"dacha,0.000000085267"
"dacks,0.0000000023818"
"dadah,0.00000000187037"
"dadas,0.0000000058291"
"daddy,0.00000157521"
"dadis,0.000000000388415"
"dadla,0.000000000335508"
"dados,0.0000000276038"
"daffs,0.00000000259683"
"daffy,0.0000000251973"
"dagga,0.0000000353275"
"daggy,0.00000000493309"
"dagos,0.00000000721325"
"dahis,0.000000000777204"
"dahls,0.000000000696394"
"daiko,0.00000000475743"
"daily,0.0000647606"
"daine,0.00000000325605"
"daint,0.00000000216815"
"dairy,0.0000122927"
"daisy,0.000000589078"
"daker,0.00000000101151"
"daled,0.00000000420982"
"dalek,0.00000000126804"
"dales,0.000000204788"
"dalis,0.00000000285021"
"dalle,0.0000000602085"
"dally,0.000000463324"
"dalts,0.000000000340903"
"daman,0.00000000946941"
"damar,0.0000000320092"
"dames,0.000000424027"
"damme,0.0000000301858"
"damna,0.0000000126181"
"damns,0.0000000722018"
"damps,0.000000130618"
"dampy,0.00000000101573"
"dance,0.0000208632"
"dancy,0.0000000101568"
"danda,0.0000000364733"
"dandy,0.000000581737"
"dangs,0.00000000172026"
"danio,0.00000000433214"
"danks,0.000000000849502"
"danny,0.0000000114656"
"danse,0.0000000876926"
"dants,0.0000000550655"
"dappy,0.000000000463272"
"daraf,0.00000000058453"
"darbs,0.000000000769094"
"darcy,0.0000000142132"
"dared,0.00000556871"
"darer,0.00000000200596"
"dares,0.00000117791"
"darga,0.00000000237157"
"dargs,0.000000000629932"
"daric,0.00000000828014"
"daris,0.00000000194688"
"darks,0.0000000705141"
"darky,0.0000000769732"
"darls,0.000000000882631"
"darns,0.0000000167704"
"darre,0.00000000305332"
"darts,0.00000101283"
"darzi,0.00000000122182"
"dashi,0.0000000270727"
"dashy,0.00000000193465"
"datal,0.0000000106772"
"dated,0.0000362226"
"dater,0.0000000187568"
"dates,0.0000216327"
"datil,0.00000000173512"
"datos,0.0000000444171"
"datto,0.00000000299272"
"datum,0.00000187499"
"daube,0.00000000876582"
"daubs,0.0000000614127"
"dauby,0.00000000255229"
"dauds,0.000000000240885"
"dault,0.000000000935095"
"daunt,0.000000132708"
"daurs,0.00000000211788"
"dauts,0.000000000352993"
"daven,0.00000000870675"
"davit,0.000000120273"
"dawah,0.00000000446256"
"dawds,0.000000000259308"
"dawed,0.000000000647027"
"dawen,0.000000000860533"
"dawgs,0.00000000912464"
"dawks,0.00000000161803"
"dawns,0.000000353199"
"dawts,0.000000000142141"
"dayal,0.00000000162842"
"dayan,0.00000000663556"
"daych,Missing[NotAvailable]"
"daynt,0.000000000332464"
"dazed,0.00000110685"
"dazer,0.000000000835084"
"dazes,0.000000004587"
"dbags,0.000000000106892"
"deads,0.0000000159636"
"deair,0.000000000739379"
"deals,0.0000155413"
"dealt,0.0000209466"
"deans,0.000000656884"
"deare,0.000000189628"
"dearn,0.000000000988193"
"dears,0.000000215443"
"deary,0.0000000435184"
"deash,0.000000000654359"
"death,0.000170244"
"deave,0.0000000030481"
"deaws,0.000000000212276"
"deawy,0.00000000259007"
"debag,0.000000000725629"
"debar,0.000000258707"
"debby,0.0000000014277"
"debel,0.00000000189352"
"debes,0.0000000151183"
"debit,0.00000199616"
"debts,0.0000166546"
"debud,0.000000000233736"
"debug,0.000000363198"
"debur,0.00000000118043"
"debus,0.0000000025381"
"debut,0.00000198196"
